location_id,city,state,country,latitude,longitude
LOC000175,Kolkata,West Bengal,India,22.528119,88.393769
LOC000176,Pune,Maharashtra,India,18.558112,73.853654
LOC000177,Bhubaneswar,Odisha,India,20.32508,85.775054
LOC000178,Chandigarh,Chandigarh,India,30.776217,76.805686
LOC000179,Kolkata,West Bengal,India,22.542417,88.335543
LOC000180,Kolkata,West Bengal,India,22.603636,88.356809
LOC000181,Lucknow,Uttar Pradesh,India,26.88865,80.989857
LOC000182,Bhubaneswar,Odisha,India,20.275695,85.853908
LOC000183,Bhopal,Madhya Pradesh,India,23.295367,77.364727
LOC000184,Hyderabad,Telangana,India,17.399071,78.466899
LOC000185,Jaipur,Rajasthan,India,26.891372,75.796504
LOC000186,Mumbai,Maharashtra,India,19.064267,72.911749
LOC000187,Bengaluru,Karnataka,India,12.944834,77.56214
LOC000188,Indore,Madhya Pradesh,India,22.688341,75.882507
LOC000189,Hyderabad,Telangana,India,17.369653,78.484639
LOC000190,Nagpur,Maharashtra,India,21.172905,79.125672
LOC000191,Pune,Maharashtra,India,18.534336,73.830074
LOC000192,Indore,Madhya Pradesh,India,22.74735,75.86659
LOC000193,Kochi,Kerala,India,9.930232,76.286626
LOC000194,Thane,Maharashtra,India,19.263716,73.023772
LOC000195,Delhi,Delhi,India,28.648141,77.194203
LOC000196,Patna,Bihar,India,25.553723,85.180987
LOC000197,Chennai,Tamil Nadu,India,13.095668,80.299124
LOC000198,Kochi,Kerala,India,9.918312,76.312495
LOC000199,Lucknow,Uttar Pradesh,India,26.851282,80.917925
LOC000200,Indore,Madhya Pradesh,India,22.73685,75.88412
LOC000201,Bhopal,Madhya Pradesh,India,23.232974,77.403736
LOC000202,Mysuru,Karnataka,India,12.27785,76.675431
LOC000203,Kochi,Kerala,India,9.904431,76.300869
LOC000204,Ahmedabad,Gujarat,India,23.040809,72.546604
LOC000205,Lucknow,Uttar Pradesh,India,26.875592,80.994322
LOC000206,Ahmedabad,Gujarat,India,22.977926,72.62051
LOC000207,Bhopal,Madhya Pradesh,India,23.217026,77.404519
LOC000208,Lucknow,Uttar Pradesh,India,26.838573,80.906811
LOC000209,Bhopal,Madhya Pradesh,India,23.228727,77.459346
LOC000210,Kolkata,West Bengal,India,22.560198,88.320697
LOC000211,Mysuru,Karnataka,India,12.344868,76.623713
LOC000212,Nagpur,Maharashtra,India,21.176528,79.130274
LOC000213,Hyderabad,Telangana,India,17.398412,78.474034
LOC000214,Bhubaneswar,Odisha,India,20.310464,85.812028
LOC000215,Bengaluru,Karnataka,India,12.93282,77.625235
LOC000216,Patna,Bihar,India,25.565388,85.154472
LOC000217,Chandigarh,Chandigarh,India,30.7652,76.82188
LOC000218,Ahmedabad,Gujarat,India,23.043181,72.595984
LOC000219,Hyderabad,Telangana,India,17.420073,78.492381
LOC000220,Nagpur,Maharashtra,India,21.100463,79.10948
LOC000221,Chandigarh,Chandigarh,India,30.693649,76.794319
LOC000222,Ahmedabad,Gujarat,India,23.041751,72.549859
LOC000223,Patna,Bihar,India,25.636214,85.117802
LOC000224,Ahmedabad,Gujarat,India,22.977838,72.539181
LOC000225,Bhopal,Madhya Pradesh,India,23.221398,77.426796
LOC000226,Bengaluru,Karnataka,India,12.977361,77.580202
LOC000227,Mysuru,Karnataka,India,12.318937,76.606549
LOC000228,Jaipur,Rajasthan,India,26.923888,75.748506
LOC000229,Chandigarh,Chandigarh,India,30.738389,76.751821
LOC000230,Thane,Maharashtra,India,19.220004,72.998296
LOC000231,Nagpur,Maharashtra,India,21.182638,79.088944
LOC000232,Bengaluru,Karnataka,India,12.963879,77.584492
LOC000233,Bengaluru,Karnataka,India,12.984554,77.608124
LOC000234,Ahmedabad,Gujarat,India,23.004762,72.620269
LOC000235,Chandigarh,Chandigarh,India,30.707815,76.808366
LOC000236,Bhopal,Madhya Pradesh,India,23.285353,77.455509
LOC000237,Nagpur,Maharashtra,India,21.09879,79.115503
LOC000238,Pune,Maharashtra,India,18.561881,73.901971
LOC000239,Pune,Maharashtra,India,18.54868,73.842057
LOC000240,Hyderabad,Telangana,India,17.34929,78.468098
LOC000241,Ahmedabad,Gujarat,India,22.994499,72.599474
LOC000242,Lucknow,Uttar Pradesh,India,26.869776,80.979272
LOC000243,Lucknow,Uttar Pradesh,India,26.799789,80.979007
LOC000244,Chandigarh,Chandigarh,India,30.723905,76.803433
LOC000245,Delhi,Delhi,India,28.602752,77.237468
LOC000246,Kochi,Kerala,India,9.942064,76.287864
LOC000247,Delhi,Delhi,India,28.594979,77.182048
LOC000248,Ahmedabad,Gujarat,India,22.999217,72.617773
LOC000249,Lucknow,Uttar Pradesh,India,26.834569,80.925098
LOC000250,Bhopal,Madhya Pradesh,India,23.277292,77.385772
LOC000251,Patna,Bihar,India,25.635159,85.127294
LOC000252,Bengaluru,Karnataka,India,12.949993,77.633439
LOC000253,Thane,Maharashtra,India,19.241838,73.009747
LOC000254,Mysuru,Karnataka,India,12.291087,76.634387
LOC000255,Pune,Maharashtra,India,18.548658,73.890674
LOC000256,Thane,Maharashtra,India,19.179313,72.983455
LOC000257,Thane,Maharashtra,India,19.202314,72.934427
LOC000258,Surat,Gujarat,India,21.164955,72.872875
LOC000259,Chandigarh,Chandigarh,India,30.73694,76.754353
LOC000260,Hyderabad,Telangana,India,17.410336,78.532291
LOC000261,Mysuru,Karnataka,India,12.24663,76.655074
LOC000262,Mumbai,Maharashtra,India,19.037163,72.893404
LOC000263,Lucknow,Uttar Pradesh,India,26.87843,80.947588
LOC000264,Lucknow,Uttar Pradesh,India,26.817045,80.977419
LOC000265,Surat,Gujarat,India,21.146165,72.786583
LOC000266,Mysuru,Karnataka,India,12.254926,76.59203
LOC000267,Thane,Maharashtra,India,19.242365,73.000046
LOC000268,Hyderabad,Telangana,India,17.412524,78.479418
LOC000269,Thane,Maharashtra,India,19.265953,72.998746
LOC000270,Kolkata,West Bengal,India,22.562094,88.314156
LOC000271,Pune,Maharashtra,India,18.528897,73.883201
LOC000272,Kolkata,West Bengal,India,22.610173,88.317911
LOC000273,Surat,Gujarat,India,21.185491,72.819793
LOC000274,Patna,Bihar,India,25.617769,85.103801
LOC000275,Patna,Bihar,India,25.562148,85.107125
LOC000276,Chandigarh,Chandigarh,India,30.723552,76.744741
LOC000277,Surat,Gujarat,India,21.174772,72.816258
LOC000278,Jaipur,Rajasthan,India,26.926458,75.810955
LOC000279,Lucknow,Uttar Pradesh,India,26.805059,80.974169
LOC000280,Indore,Madhya Pradesh,India,22.75642,75.870298
LOC000281,Surat,Gujarat,India,21.141348,72.868962
LOC000282,Ahmedabad,Gujarat,India,22.974844,72.549761
LOC000283,Nagpur,Maharashtra,India,21.145912,79.087534
LOC000284,Chandigarh,Chandigarh,India,30.690408,76.744592
LOC000285,Hyderabad,Telangana,India,17.384753,78.478898
LOC000286,Hyderabad,Telangana,India,17.382459,78.463701
LOC000287,Thane,Maharashtra,India,19.266071,72.994702
LOC000288,Pune,Maharashtra,India,18.49951,73.841685
LOC000289,Bhubaneswar,Odisha,India,20.335635,85.828726
LOC000290,Hyderabad,Telangana,India,17.432974,78.473664
LOC000291,Bengaluru,Karnataka,India,12.980572,77.582047
LOC000292,Bengaluru,Karnataka,India,12.948786,77.627792
LOC000293,Bengaluru,Karnataka,India,12.973098,77.611961
LOC000294,Delhi,Delhi,India,28.651615,77.214631
LOC000295,Patna,Bihar,India,25.641463,85.120984
LOC000296,Mysuru,Karnataka,India,12.254863,76.604358
LOC000297,Mysuru,Karnataka,India,12.255956,76.620144
LOC000298,Mumbai,Maharashtra,India,19.075789,72.853779
LOC000299,Chandigarh,Chandigarh,India,30.688553,76.826723
LOC000300,Hyderabad,Telangana,India,17.339974,78.491907
LOC000301,Bengaluru,Karnataka,India,13.000302,77.605813
LOC000302,Patna,Bihar,India,25.612505,85.175864
LOC000303,Chennai,Tamil Nadu,India,13.095507,80.303277
LOC000304,Indore,Madhya Pradesh,India,22.706586,75.831182
LOC000305,Patna,Bihar,India,25.606956,85.123338
LOC000306,Nagpur,Maharashtra,India,21.128641,79.093791
LOC000307,Patna,Bihar,India,25.599385,85.129599
LOC000308,Indore,Madhya Pradesh,India,22.708272,75.808168
LOC000309,Lucknow,Uttar Pradesh,India,26.886969,80.945055
LOC000310,Bhubaneswar,Odisha,India,20.308377,85.781531
LOC000311,Chandigarh,Chandigarh,India,30.692472,76.792484
LOC000312,Kolkata,West Bengal,India,22.53995,88.333809
LOC000313,Mumbai,Maharashtra,India,19.109918,72.863786
LOC000314,Mysuru,Karnataka,India,12.263175,76.59365
LOC000315,Ahmedabad,Gujarat,India,23.020144,72.546179
LOC000316,Bengaluru,Karnataka,India,13.012812,77.55589
LOC000317,Ahmedabad,Gujarat,India,23.024784,72.563445
LOC000318,Hyderabad,Telangana,India,17.417754,78.44282
LOC000319,Patna,Bihar,India,25.581294,85.145884
LOC000320,Hyderabad,Telangana,India,17.364264,78.508021
LOC000321,Jaipur,Rajasthan,India,26.94713,75.83154
LOC000322,Delhi,Delhi,India,28.657188,77.198401
LOC000323,Surat,Gujarat,India,21.181894,72.839662
LOC000324,Nagpur,Maharashtra,India,21.127422,79.088059
LOC000325,Mysuru,Karnataka,India,12.308181,76.591616
LOC000326,Kochi,Kerala,India,9.914915,76.231264
LOC000327,Patna,Bihar,India,25.619612,85.184069
LOC000328,Nagpur,Maharashtra,India,21.160117,79.079965
LOC000329,Mysuru,Karnataka,India,12.255731,76.625036
LOC000330,Bengaluru,Karnataka,India,12.922278,77.615244
LOC000331,Jaipur,Rajasthan,India,26.892656,75.783533
LOC000332,Mumbai,Maharashtra,India,19.083949,72.855669
LOC000333,Nagpur,Maharashtra,India,21.124002,79.127292
LOC000334,Bhopal,Madhya Pradesh,India,23.273487,77.389021
LOC000335,Mumbai,Maharashtra,India,19.029983,72.908342
LOC000336,Kochi,Kerala,India,9.972885,76.283774
LOC000337,Mysuru,Karnataka,India,12.306207,76.590715
LOC000338,Surat,Gujarat,India,21.139892,72.806358
LOC000339,Surat,Gujarat,India,21.200785,72.866929
LOC000340,Chennai,Tamil Nadu,India,13.044333,80.270677
LOC000341,Jaipur,Rajasthan,India,26.961425,75.816039
LOC000342,Mumbai,Maharashtra,India,19.077712,72.919555
LOC000343,Bengaluru,Karnataka,India,12.98309,77.590602
LOC000344,Mysuru,Karnataka,India,12.337505,76.641893
LOC000345,Bengaluru,Karnataka,India,12.972246,77.644414
LOC000346,Pune,Maharashtra,India,18.50533,73.826876
LOC000347,Chandigarh,Chandigarh,India,30.721523,76.761695
LOC000348,Bhopal,Madhya Pradesh,India,23.245289,77.374087
LOC000349,Delhi,Delhi,India,28.641462,77.210834
LOC000350,Kolkata,West Bengal,India,22.565256,88.38607
LOC000351,Kolkata,West Bengal,India,22.523385,88.332154
LOC000352,Ahmedabad,Gujarat,India,23.005035,72.554435
LOC000353,Hyderabad,Telangana,India,17.342422,78.505621
LOC000354,Surat,Gujarat,India,21.19219,72.835031
LOC000355,Thane,Maharashtra,India,19.204745,72.945707
LOC000356,Hyderabad,Telangana,India,17.37221,78.52279
LOC000357,Ahmedabad,Gujarat,India,22.98501,72.573044
LOC000358,Lucknow,Uttar Pradesh,India,26.837608,80.99041
LOC000359,Jaipur,Rajasthan,India,26.865989,75.746847
LOC000360,Bengaluru,Karnataka,India,12.982588,77.628031
LOC000361,Indore,Madhya Pradesh,India,22.727929,75.812662
LOC000362,Bhopal,Madhya Pradesh,India,23.248167,77.459802
LOC000363,Bhopal,Madhya Pradesh,India,23.293023,77.440607
LOC000364,Thane,Maharashtra,India,19.230062,72.986031
LOC000365,Patna,Bihar,India,25.583113,85.092596
LOC000366,Ahmedabad,Gujarat,India,23.038433,72.578297
LOC000367,Ahmedabad,Gujarat,India,23.030943,72.564721
LOC000368,Kolkata,West Bengal,India,22.543507,88.39917
LOC000369,Surat,Gujarat,India,21.206353,72.790824
LOC000370,Kochi,Kerala,India,9.941534,76.241607
LOC000371,Ahmedabad,Gujarat,India,23.035006,72.599424
LOC000372,Kochi,Kerala,India,9.932273,76.272339
LOC000373,Thane,Maharashtra,India,19.244004,72.943053
LOC000374,Lucknow,Uttar Pradesh,India,26.838162,80.898216
LOC000375,Nagpur,Maharashtra,India,21.142536,79.097374
LOC000376,Pune,Maharashtra,India,18.4756,73.879973
LOC000377,Thane,Maharashtra,India,19.233454,72.950059
LOC000378,Bhubaneswar,Odisha,India,20.30125,85.835383
LOC000379,Patna,Bihar,India,25.561814,85.114168
LOC000380,Lucknow,Uttar Pradesh,India,26.873846,80.942334
LOC000381,Patna,Bihar,India,25.547099,85.089352
LOC000382,Hyderabad,Telangana,India,17.39439,78.486405
LOC000383,Mumbai,Maharashtra,India,19.048229,72.867057
LOC000384,Chandigarh,Chandigarh,India,30.712447,76.780833
LOC000385,Kolkata,West Bengal,India,22.586643,88.333057
LOC000386,Nagpur,Maharashtra,India,21.191456,79.058064
LOC000387,Chandigarh,Chandigarh,India,30.684888,76.768185
LOC000388,Kolkata,West Bengal,India,22.526356,88.355645
LOC000389,Pune,Maharashtra,India,18.494976,73.87227
LOC000390,Chandigarh,Chandigarh,India,30.705,76.746813
LOC000391,Surat,Gujarat,India,21.120735,72.813407
LOC000392,Kolkata,West Bengal,India,22.611103,88.354875
LOC000393,Ahmedabad,Gujarat,India,23.028292,72.556786
LOC000394,Mumbai,Maharashtra,India,19.030224,72.855051
LOC000395,Hyderabad,Telangana,India,17.361672,78.453234
LOC000396,Kochi,Kerala,India,9.966534,76.286458
LOC000397,Ahmedabad,Gujarat,India,23.026701,72.598395
LOC000398,Mumbai,Maharashtra,India,19.121369,72.871252
LOC000399,Nagpur,Maharashtra,India,21.132054,79.101087
LOC000400,Bhubaneswar,Odisha,India,20.342025,85.844622
LOC000401,Mysuru,Karnataka,India,12.285297,76.668235
LOC000402,Chennai,Tamil Nadu,India,13.10889,80.303666
LOC000403,Indore,Madhya Pradesh,India,22.712062,75.906021
LOC000404,Jaipur,Rajasthan,India,26.938162,75.793081
LOC000405,Bengaluru,Karnataka,India,12.99108,77.557507
LOC000406,Hyderabad,Telangana,India,17.395623,78.53508
LOC000407,Pune,Maharashtra,India,18.519265,73.823637
LOC000408,Hyderabad,Telangana,India,17.411222,78.44984
LOC000409,Mumbai,Maharashtra,India,19.0789,72.876509
LOC000410,Chennai,Tamil Nadu,India,13.123869,80.295599
LOC000411,Ahmedabad,Gujarat,India,23.013515,72.601243
LOC000412,Kolkata,West Bengal,India,22.618673,88.333907
LOC000413,Hyderabad,Telangana,India,17.363661,78.494352
LOC000414,Jaipur,Rajasthan,India,26.886928,75.790262
LOC000415,Jaipur,Rajasthan,India,26.931578,75.796088
LOC000416,Nagpur,Maharashtra,India,21.182854,79.042296
LOC000417,Thane,Maharashtra,India,19.20977,72.978804
LOC000418,Kochi,Kerala,India,9.933542,76.231063
LOC000419,Delhi,Delhi,India,28.641411,77.167649
LOC000420,Mysuru,Karnataka,India,12.296905,76.676424
LOC000421,Bengaluru,Karnataka,India,12.98298,77.627881
LOC000422,Delhi,Delhi,India,28.625557,77.189837
LOC000423,Pune,Maharashtra,India,18.533106,73.853395
LOC000424,Patna,Bihar,India,25.625576,85.15367
LOC000425,Surat,Gujarat,India,21.158818,72.877887
LOC000426,Surat,Gujarat,India,21.184844,72.870575
LOC000427,Mysuru,Karnataka,India,12.293661,76.6202
LOC000428,Bhubaneswar,Odisha,India,20.343895,85.847447
LOC000429,Mumbai,Maharashtra,India,19.104771,72.901462
LOC000430,Bhopal,Madhya Pradesh,India,23.269653,77.371751
LOC000431,Indore,Madhya Pradesh,India,22.740674,75.903784
LOC000432,Indore,Madhya Pradesh,India,22.758715,75.872147
LOC000433,Bengaluru,Karnataka,India,12.995675,77.588282
LOC000434,Bhopal,Madhya Pradesh,India,23.244048,77.394117
LOC000435,Kochi,Kerala,India,9.944678,76.234765
LOC000436,Kochi,Kerala,India,9.914521,76.285983
LOC000437,Ahmedabad,Gujarat,India,23.001318,72.527365
LOC000438,Pune,Maharashtra,India,18.561247,73.904111
LOC000439,Lucknow,Uttar Pradesh,India,26.814978,80.994984
LOC000440,Chennai,Tamil Nadu,India,13.102196,80.239957
LOC000441,Surat,Gujarat,India,21.164181,72.832834
LOC000442,Ahmedabad,Gujarat,India,22.977886,72.53637
LOC000443,Delhi,Delhi,India,28.569863,77.177248
LOC000444,Surat,Gujarat,India,21.180443,72.85301
LOC000445,Delhi,Delhi,India,28.632789,77.22996
LOC000446,Mysuru,Karnataka,India,12.332226,76.629185
LOC000447,Bhubaneswar,Odisha,India,20.247638,85.863413
LOC000448,Kolkata,West Bengal,India,22.547843,88.343752
LOC000449,Patna,Bihar,India,25.612234,85.141931
LOC000450,Patna,Bihar,India,25.593102,85.171687
LOC000451,Delhi,Delhi,India,28.618384,77.173757
LOC000452,Indore,Madhya Pradesh,India,22.692284,75.811191
LOC000453,Bhopal,Madhya Pradesh,India,23.306352,77.462311
LOC000454,Delhi,Delhi,India,28.566792,77.200121
LOC000455,Pune,Maharashtra,India,18.535891,73.877921
LOC000456,Kolkata,West Bengal,India,22.588915,88.402212
LOC000457,Patna,Bihar,India,25.582081,85.146065
LOC000458,Pune,Maharashtra,India,18.519504,73.893563
LOC000459,Thane,Maharashtra,India,19.213031,73.021409
